player_id,name,team_id,team,element_type,position,cost,form,points_per_game,total_points,official_chance,official_availablity,selected_by_percent,transfers_in_event,transfers_out_event,gw_23_xp,gw_23_prob_of_appearing,gw_24_xp,gw_24_prob_of_appearing,gw_25_xp,gw_25_prob_of_appearing,gw_26_xp,gw_26_prob_of_appearing,gw_27_xp,gw_27_prob_of_appearing,gw_28_xp,gw_28_prob_of_appearing,gw_29_xp,gw_29_prob_of_appearing,gw_30_xp,gw_30_prob_of_appearing,gw_31_xp,gw_31_prob_of_appearing,gw_32_xp,gw_32_prob_of_appearing,gw_33_xp,gw_33_prob_of_appearing,gw_34_xp,gw_34_prob_of_appearing,gw_35_xp,gw_35_prob_of_appearing,gw_36_xp,gw_36_prob_of_appearing,gw_37_xp,gw_37_prob_of_appearing,gw_38_xp,gw_38_prob_of_appearing
741,O’Mahony,5,BHA,4,FWD,4.5,0.0,0.0,0,,Available,0.0,43,29,1.42394,0.01167,1.49286,0.01167,1.48291,0.01167,1.48714,0.01167,1.46702,0.01167,1.68877,0.01167,1.34655,0.01167,1.30618,0.01167,1.37794,0.01167,1.33717,0.01167,1.41943,0.01167,1.39667,0.01167,1.43207,0.01167,1.43835,0.01167,1.46143,0.01167,1.45437,0.01167
742,Baker-Boaitey,5,BHA,3,MID,4.5,0.5,1.0,3,,Available,0.0,6,6,1.21584,0.26596,1.21311,0.26596,1.27802,0.26596,1.32524,0.26596,1.27802,0.26596,1.33083,0.26596,1.24029,0.26596,1.2249,0.26596,1.28737,0.26596,1.26077,0.26596,1.2774,0.26596,1.28921,0.26596,1.28885,0.26596,1.27238,0.26596,1.24372,0.26596,1.31436,0.26596
746,Jackson,5,BHA,2,DEF,4.0,0.0,0.0,0,,Available,0.0,50,44,1.88162,0.01738,1.37221,0.01738,1.60007,0.01738,1.89575,0.01738,1.67687,0.01738,1.89598,0.01738,1.23191,0.01738,1.07419,0.01738,1.56484,0.01738,1.54166,0.01738,1.88325,0.01738,1.47813,0.01738,1.70664,0.01738,1.63611,0.01738,1.24345,0.01738,1.71405,0.01738
747,Duffus,5,BHA,3,MID,4.4,0.0,0.0,0,,Available,0.0,12,9,1.35477,0.01564,1.32025,0.01564,1.36712,0.01564,1.39271,0.01564,1.33587,0.01564,1.39943,0.01564,1.29047,0.01564,1.27195,0.01564,1.34714,0.01564,1.31511,0.01564,1.33513,0.01564,1.34934,0.01564,1.34891,0.01564,1.32909,0.01564,1.2946,0.01564,1.37961,0.01564
753,Kavanagh,5,BHA,2,DEF,4.0,0.0,0.0,0,,Available,0.0,11,10,1.89514,0.02318,1.38401,0.02318,1.61264,0.02318,1.90932,0.02318,1.6897,0.02318,1.90955,0.02318,1.24324,0.02318,1.08498,0.02318,1.57729,0.02318,1.55403,0.02318,1.89677,0.02318,1.49029,0.02318,1.71957,0.02318,1.6488,0.02318,1.25482,0.02318,1.72701,0.02318
755,Barrington,5,BHA,3,MID,4.5,0.0,0.0,0,,Available,0.0,4,1,1.38079,0.02883,1.34579,0.02883,1.39332,0.02883,1.41926,0.02883,1.36163,0.02883,1.42608,0.02883,1.3156,0.02883,1.29681,0.02883,1.37305,0.02883,1.34058,0.02883,1.36088,0.02883,1.37529,0.02883,1.37485,0.02883,1.35476,0.02883,1.31978,0.02883,1.40598,0.02883
786,Peupion,5,BHA,3,MID,4.5,0.0,0.0,0,,Available,0.0,5,1,1.46207,0.18408,1.42556,0.18408,1.47513,0.18408,1.50219,0.18408,1.44209,0.18408,1.5093,0.18408,1.39408,0.18408,1.37449,0.18408,1.454,0.18408,1.42014,0.18408,1.4413,0.18408,1.45633,0.18408,1.45587,0.18408,1.43492,0.18408,1.39844,0.18408,1.48834,0.18408
156,Agyei,6,BUR,3,MID,4.2,0.0,0.0,0,,Available,0.2,490,177,1.27703,0.00462,1.14376,0.00462,1.18383,0.00462,1.18015,0.00462,1.27665,0.00462,1.19445,0.00462,1.23166,0.00462,1.16879,0.00462,1.23655,0.00462,1.19664,0.00462,1.21319,0.00462,1.2321,0.00462,1.19905,0.00462,1.2596,0.00462,1.18859,0.00462,1.26209,0.00462
157,Al-Dakhil,6,BUR,2,DEF,3.8,4.5,1.5,19,100.0,Available,1.0,6615,839,2.97195,0.50002,1.90097,0.50002,2.40456,0.50002,2.61259,0.50002,2.5907,0.50002,2.17083,0.50002,2.54373,0.50002,1.93368,0.50002,2.57125,0.50002,2.24553,0.50002,2.2059,0.50002,2.3231,0.50002,2.14977,0.50002,2.44359,0.50002,2.0413,0.50002,2.68907,0.50002
158,Bastien,6,BUR,3,MID,4.9,0.0,0.0,0,0.0,Unavailable,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Benson,6,BUR,3,MID,5.2,0.0,1.0,4,100.0,Available,0.1,14,17,2.31096,0.09031,2.00162,0.09031,2.09462,0.09031,2.0861,0.09031,2.31008,0.09031,2.11927,0.09031,2.20564,0.09031,2.05973,0.09031,2.217,0.09031,2.12435,0.09031,2.16278,0.09031,2.20668,0.09031,2.12996,0.09031,2.2705,0.09031,2.10568,0.09031,2.27628,0.09031
160,Beyer,6,BUR,2,DEF,4.0,0.0,2.0,30,50.0,Doubtful,1.3,49,1268,2.76685,0.30482,1.66127,0.62931,2.34706,0.82026,2.66757,0.87909,2.73253,0.90304,2.25628,0.90304,2.67925,0.90304,1.9873,0.90304,2.71047,0.90304,2.34102,0.90304,2.29606,0.90304,2.429,0.90304,2.23239,0.90304,2.56567,0.90304,2.10936,0.90304,2.84411,0.90304
161,Brownhill,6,BUR,3,MID,4.7,2.0,2.6,54,,Available,0.2,368,416,3.3383,0.94004,2.9384,0.94004,3.10468,0.94004,3.11401,0.94004,3.44156,0.94004,3.16462,0.94004,3.28999,0.94004,3.07821,0.94004,3.30647,0.94004,3.172,0.94004,3.22778,0.94004,3.29148,0.94004,3.18014,0.94004,3.38412,0.94004,3.1449,0.94004,3.3925,0.94004
162,Churlinov,6,BUR,3,MID,4.4,0.0,0.0,0,0.0,Unavailable,0.0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,Cork,6,BUR,3,MID,4.8,0.5,1.0,2,100.0,Available,0.0,3,3,1.78842,0.36898,1.59259,0.36898,1.69259,0.36898,1.71794,0.36898,1.88264,0.36898,1.74234,0.36898,1.80585,0.36898,1.69856,0.36898,1.81419,0.36898,1.74607,0.36898,1.77433,0.36898,1.8066,0.36898,1.7502,0.36898,1.85353,0.36898,1.73234,0.36898,1.85778,0.36898
164,Costelloe,6,BUR,3,MID,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Cullen,6,BUR,3,MID,5.0,1.0,1.7,20,100.0,Available,0.1,18,16,2.38713,0.29992,2.08837,0.29992,2.1943,0.29992,2.19811,0.29992,2.4234,0.29992,2.23147,0.29992,2.31835,0.29992,2.17159,0.29992,2.32977,0.29992,2.23659,0.29992,2.27524,0.29992,2.31939,0.29992,2.24223,0.29992,2.38359,0.29992,2.21781,0.29992,2.3894,0.29992
166,Egan-Riley,6,BUR,2,DEF,3.9,0.0,0.0,0,,Available,0.2,42,96,1.73982,0.00396,0.96234,0.00396,1.41344,0.00396,1.63392,0.00396,1.67861,0.00396,1.351,0.00396,1.64196,0.00396,1.16596,0.00396,1.66344,0.00396,1.40929,0.00396,1.37836,0.00396,1.46981,0.00396,1.33457,0.00396,1.56383,0.00396,1.24993,0.00396,1.75536,0.00396
167,Ekdal,6,BUR,2,DEF,3.9,1.0,1.0,5,100.0,Available,0.1,88,49,1.87528,0.76496,1.06963,0.76496,1.56257,0.76496,1.81174,0.76496,1.86344,0.76496,1.51716,0.76496,1.8247,0.76496,1.32158,0.76496,1.8474,0.76496,1.57877,0.76496,1.54609,0.76496,1.64275,0.76496,1.49979,0.76496,1.74212,0.76496,1.41034,0.76496,1.94457,0.76496
168,Foster,6,BUR,4,FWD,4.7,1.5,3.8,50,100.0,Available,0.5,730,574,3.07996,0.91821,2.43485,0.91821,2.53053,0.91821,2.58968,0.91821,2.72662,0.91821,2.85925,0.91821,2.72016,0.91821,2.65383,0.91821,2.82368,0.91821,2.99607,0.91821,2.85536,0.91821,2.85637,0.91821,2.66597,0.91821,3.01132,0.91821,2.87553,0.91821,3.25298,0.91821
169,Franchi,6,BUR,1,GKP,3.9,0.0,0.0,0,,Available,0.1,14,37,3.34501,0.002,3.12959,0.002,2.85201,0.002,3.04851,0.002,3.05795,0.002,2.84458,0.002,2.9339,0.002,2.85488,0.002,2.97958,0.002,3.2926,0.002,3.0384,0.002,3.0443,0.002,3.15603,0.002,2.90462,0.002,3.02911,0.002,3.22557,0.002
170,Gudmundsson,6,BUR,3,MID,4.8,2.0,1.9,28,100.0,Available,0.0,21,12,2.83491,0.88877,2.4598,0.88877,2.60543,0.88877,2.60256,0.88877,2.91796,0.88877,2.66139,0.88877,2.77754,0.88877,2.58134,0.88877,2.7928,0.88877,2.66823,0.88877,2.7199,0.88877,2.77892,0.88877,2.67577,0.88877,2.86474,0.88877,2.64312,0.88877,2.87251,0.88877
171,McNally,6,BUR,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Muric,6,BUR,1,GKP,4.3,0.0,0.0,0,100.0,Available,0.1,14,24,3.64403,0.06004,3.39576,0.06004,3.07584,0.06004,3.3023,0.06004,3.31319,0.06004,3.06728,0.06004,3.17022,0.06004,3.07915,0.06004,3.22287,0.06004,3.58362,0.06004,3.29065,0.06004,3.29746,0.06004,3.42623,0.06004,3.13647,0.06004,3.27995,0.06004,3.50637,0.06004
173,O'Shea,6,BUR,2,DEF,4.4,1.5,1.9,34,,Available,0.2,489,206,2.97104,0.92886,1.96052,0.92886,2.62429,0.92886,2.95798,0.92886,3.02844,0.92886,2.57881,0.92886,2.97814,0.92886,2.32485,0.92886,3.00761,0.92886,2.65881,0.92886,2.61636,0.92886,2.74188,0.92886,2.55625,0.92886,2.87091,0.92886,2.44009,0.92886,3.13378,0.92886
174,Obafemi,6,BUR,4,FWD,4.9,0.0,1.0,2,0.0,Unavailable,0.0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Peacock-Farrell,6,BUR,1,GKP,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Roberts,6,BUR,2,DEF,4.3,0.5,0.9,12,100.0,Available,0.2,17,42,2.05452,0.69731,1.25397,0.69731,1.84845,0.69731,2.15482,0.69731,2.22585,0.69731,1.85386,0.69731,2.18424,0.69731,1.64375,0.69731,2.20862,0.69731,1.92004,0.69731,1.88493,0.69731,1.98877,0.69731,1.8352,0.69731,2.09552,0.69731,1.7391,0.69731,2.31301,0.69731
177,Rodriguez,6,BUR,4,FWD,5.3,0.0,2.5,33,,Available,0.2,96,341,3.39274,0.35925,2.61882,0.35925,2.6853,0.35925,2.71659,0.35925,2.85347,0.35925,3.00114,0.35925,2.84629,0.35925,2.77243,0.35925,2.96154,0.35925,3.15347,0.35925,2.99681,0.35925,2.99793,0.35925,2.78595,0.35925,3.17045,0.35925,3.01927,0.35925,3.43951,0.35925
178,Taylor,6,BUR,2,DEF,4.0,0.0,2.1,34,50.0,Doubtful,4.6,231,5144,2.67985,0.27452,1.68338,0.56675,2.31119,0.75093,2.60417,0.82552,2.66355,0.85406,2.22821,0.85406,2.61485,0.85406,1.98232,0.85406,2.64338,0.85406,2.30566,0.85406,2.26457,0.85406,2.38609,0.85406,2.20637,0.85406,2.51102,0.85406,2.0939,0.85406,2.76554,0.85406
179,Thomas,6,BUR,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,Twine,6,BUR,3,MID,4.9,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Vigouroux,6,BUR,1,GKP,3.9,0.0,0.0,0,,Available,0.3,38,85,3.34501,0.00204,3.12959,0.00204,2.85201,0.00204,3.04851,0.00204,3.05795,0.00204,2.84458,0.00204,2.9339,0.00204,2.85488,0.00204,2.97958,0.00204,3.2926,0.00204,3.0384,0.00204,3.0443,0.00204,3.15603,0.00204,2.90462,0.00204,3.02911,0.00204,3.22557,0.00204
182,Vitinho,6,BUR,2,DEF,4.4,1.5,1.8,29,100.0,Available,0.1,266,97,3.11927,0.92536,2.08315,0.92536,2.77038,0.92536,3.10749,0.92536,3.18021,0.92536,2.71677,0.92536,3.12837,0.92536,2.45502,0.92536,3.15875,0.92536,2.79923,0.92536,2.75548,0.92536,2.88485,0.92536,2.69353,0.92536,3.01784,0.92536,2.5738,0.92536,3.28879,0.92536
183,Weghorst,6,BUR,4,FWD,5.5,0.0,0.0,0,0.0,Unavailable,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Zaroury,6,BUR,3,MID,4.6,0.5,0.7,4,100.0,Available,0.0,12,6,1.73523,0.26354,1.52748,0.26354,1.6191,0.26354,1.63517,0.26354,1.82425,0.26354,1.68227,0.26354,1.74654,0.26354,1.63797,0.26354,1.75499,0.26354,1.68605,0.26354,1.71465,0.26354,1.74731,0.26354,1.69023,0.26354,1.7948,0.26354,1.67216,0.26354,1.7991,0.26354
200,D.D.Fofana,6,BUR,4,FWD,5.0,2.0,4.0,4,100.0,Available,0.0,320,30,1.5859,0.88086,1.17707,0.88086,1.22211,0.88086,1.24814,0.88086,1.3312,0.88086,1.41095,0.88086,1.32732,0.88086,1.28743,0.88086,1.38956,0.88086,1.49322,0.88086,1.40861,0.88086,1.40922,0.88086,1.29473,0.88086,1.50239,0.88086,1.42074,0.88086,1.6477,0.88086
475,Berge,6,BUR,3,MID,4.7,1.0,2.0,43,,Available,0.1,68,66,2.84933,0.82811,2.48737,0.82811,2.64291,0.82811,2.6385,0.82811,2.93496,0.82811,2.68804,0.82811,2.79982,0.82811,2.611,0.82811,2.81451,0.82811,2.69462,0.82811,2.74435,0.82811,2.80115,0.82811,2.70188,0.82811,2.88374,0.82811,2.67046,0.82811,2.89122,0.82811
594,Amdouni,6,BUR,4,FWD,5.3,5.0,3.0,64,,Available,0.3,1409,814,3.67895,0.9365,2.90484,0.9365,2.98483,0.9365,3.03474,0.9365,3.18511,0.9365,3.3374,0.9365,3.1777,0.9365,3.10154,0.9365,3.29656,0.9365,3.49449,0.9365,3.33293,0.9365,3.33409,0.9365,3.11548,0.9365,3.512,0.9365,3.35609,0.9365,3.78947,0.9365
596,Trafford,6,BUR,1,GKP,4.5,1.5,2.7,60,,Available,1.1,849,606,4.11451,0.94941,3.82808,0.94941,3.45898,0.94941,3.72025,0.94941,3.73281,0.94941,3.4491,0.94941,3.56786,0.94941,3.4628,0.94941,3.6286,0.94941,4.04482,0.94941,3.70681,0.94941,3.71467,0.94941,3.86323,0.94941,3.52893,0.94941,3.69447,0.94941,3.95569,0.94941
600,Redmond,6,BUR,3,MID,4.7,0.0,0.9,11,0.0,Injured,0.0,3,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,Koleosho,6,BUR,3,MID,4.8,0.0,2.7,40,0.0,Injured,0.1,3,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6653,0.01,2.88448,0.73635
608,Bruun Larsen,6,BUR,3,MID,4.9,0.5,1.8,31,,Available,0.0,7,15,2.07724,0.57472,1.86932,0.57472,1.97499,0.57472,1.99513,0.57472,2.18382,0.57472,2.02308,0.57472,2.09584,0.57472,1.97292,0.57472,2.10541,0.57472,2.02736,0.57472,2.05973,0.57472,2.09671,0.57472,2.03208,0.57472,2.15048,0.57472,2.01163,0.57472,2.15534,0.57472
622,Dodgson,6,BUR,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,1,1.12794,0.0,1.7441,0.0,1.86842,0.0,2.11724,0.0,1.5122,0.0,1.85174,0.0,1.40833,0.0,2.00462,0.0,1.67442,0.0,1.56174,0.0,1.56296,0.0,1.4644,0.0,1.83082,0.0,1.47099,0.0,2.12633,0.0,1.4769,0.0
660,Odobert,6,BUR,3,MID,5.0,2.5,3.2,42,,Available,0.1,295,200,2.71559,0.88479,2.37785,0.88479,2.50086,0.88479,2.50407,0.88479,2.76937,0.88479,2.5513,0.88479,2.65002,0.88479,2.48326,0.88479,2.66299,0.88479,2.55711,0.88479,2.60103,0.88479,2.6512,0.88479,2.56352,0.88479,2.72414,0.88479,2.53577,0.88479,2.73074,0.88479
674,Delcroix,6,BUR,2,DEF,4.0,0.0,0.7,6,50.0,Doubtful,0.0,4,46,1.95108,0.12287,1.21056,0.25367,1.67774,0.33691,1.89447,0.37654,1.93839,0.39636,1.61635,0.39636,1.90237,0.39636,1.43446,0.39636,1.92348,0.39636,1.67365,0.39636,1.64325,0.39636,1.73315,0.39636,1.6002,0.39636,1.82557,0.39636,1.517,0.39636,2.01385,0.39636
675,A.Ramsey,6,BUR,3,MID,5.0,0.5,1.2,13,100.0,Available,0.0,57,25,1.84718,0.68205,1.69639,0.68205,1.81423,0.68205,1.83097,0.68205,2.02213,0.68205,1.87899,0.68205,1.94379,0.68205,1.83433,0.68205,1.9523,0.68205,1.8828,0.68205,1.91163,0.68205,1.94456,0.68205,1.88701,0.68205,1.99244,0.68205,1.8688,0.68205,1.99677,0.68205
694,Massengo,6,BUR,3,MID,5.0,0.5,1.0,1,,Available,0.0,3,6,1.9684,0.21573,1.73577,0.21573,1.84001,0.21573,1.85924,0.21573,2.07314,0.21573,1.91338,0.21573,1.9857,0.21573,1.86353,0.21573,1.9952,0.21573,1.91763,0.21573,1.94981,0.21573,1.98656,0.21573,1.92233,0.21573,2.04,0.21573,1.902,0.21573,2.04484,0.21573
706,M.Trésor,6,BUR,3,MID,5.4,0.5,1.3,18,,Available,0.0,15,27,2.14286,0.77225,1.96034,0.77225,2.09371,0.77225,2.11399,0.77225,2.30486,0.77225,2.14225,0.77225,2.21586,0.77225,2.09152,0.77225,2.22554,0.77225,2.14659,0.77225,2.17934,0.77225,2.21674,0.77225,2.15137,0.77225,2.27113,0.77225,2.13068,0.77225,2.27606,0.77225
126,Caicedo,7,CHE,3,MID,4.5,2.0,1.8,35,100.0,Available,1.2,656,514,2.85394,0.88512,2.75759,0.88512,2.63786,0.88512,0.0,0.0,2.95769,0.88512,3.1172,0.88512,2.78151,0.88512,3.0886,0.88512,3.06873,0.88512,3.03343,0.88512,3.10578,0.88512,2.90037,0.88512,2.84412,0.88512,3.04013,0.88512,3.031,0.88512,3.16914,0.88512
145,Sanchez,7,CHE,1,GKP,4.5,0.0,3.7,59,0.0,Injured,3.3,33,3358,3.44958,0.01,3.53932,0.73283,3.0364,0.83955,0.0,0.0,3.41064,0.86319,3.352,0.86319,3.44978,0.94875,3.52302,0.94875,3.70837,0.94875,3.53385,0.94875,3.71607,0.94875,3.62988,0.94875,3.36024,0.94875,3.83996,0.94875,3.63742,0.94875,3.55161,0.94875
185,Ampadu,7,CHE,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Andrey,7,CHE,3,MID,4.3,0.0,1.0,1,100.0,Available,0.1,33,67,1.24455,0.01219,1.18808,0.01219,1.12945,0.01219,0.0,0.0,1.22152,0.01219,1.26763,0.01219,1.15729,0.01219,1.25823,0.01219,1.2517,0.01219,1.2401,0.01219,1.26388,0.01219,1.19636,0.01219,1.17787,0.01219,1.2423,0.01219,1.2393,0.01219,1.28471,0.01219
187,Arrizabalaga,7,CHE,1,GKP,5.0,0.0,0.0,0,0.0,Unavailable,0.2,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Aubameyang,7,CHE,4,FWD,6.5,0.0,0.0,0,0.0,Unavailable,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Azpilicueta,7,CHE,2,DEF,4.5,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Baba,7,CHE,2,DEF,4.0,0.0,0.0,0,0.0,Unavailable,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,B.Badiashile,7,CHE,2,DEF,4.4,0.0,2.4,17,100.0,Available,0.1,74,244,2.7909,0.59587,2.79311,0.59587,1.95296,0.59587,0.0,0.0,2.54128,0.59587,2.75493,0.59587,2.1268,0.59587,3.12865,0.59587,2.77882,0.59587,2.61434,0.59587,3.04103,0.59587,2.36508,0.59587,2.40501,0.59587,2.88252,0.59587,3.00205,0.59587,2.92658,0.59587
192,Bettinelli,7,CHE,1,GKP,4.0,0.0,0.0,-1,100.0,Available,0.0,18,14,2.90323,0.002,2.9704,0.002,2.59391,0.002,0.0,0.0,2.87407,0.002,2.83017,0.002,2.90337,0.002,2.9582,0.002,3.09695,0.002,2.96631,0.002,3.10271,0.002,3.03819,0.002,2.83634,0.002,3.19546,0.002,3.04384,0.002,2.9796,0.002
193,Broja,7,CHE,4,FWD,4.9,1.0,1.8,24,100.0,Available,0.2,593,600,2.21125,0.77158,2.06372,0.77158,2.0459,0.77158,0.0,0.0,2.1277,0.77158,2.41971,0.77158,2.0038,0.77158,2.44996,0.77158,2.24807,0.77158,2.29303,0.77158,2.2997,0.77158,2.20961,0.77158,2.15932,0.77158,2.32595,0.77158,2.22539,0.77158,2.18696,0.77158
194,Chalobah,7,CHE,2,DEF,4.3,0.0,0.0,0,50.0,Doubtful,0.0,7,7,2.01624,0.29317,1.98216,0.60525,1.31624,0.78687,0.0,0.0,1.75339,0.8402,1.90121,0.85829,1.41617,0.85829,2.1898,0.85829,1.91966,0.85829,1.79265,0.85829,2.12214,0.85829,1.60017,0.85829,1.631,0.85829,1.99974,0.85829,2.09204,0.85829,2.03376,0.85829
195,Chilwell,7,CHE,2,DEF,5.4,0.0,1.9,15,100.0,Available,5.0,2626,1143,2.21634,0.9302,2.23746,0.9302,1.41269,0.9302,0.0,0.0,2.06468,0.9302,2.28896,0.9302,1.6396,0.9302,2.67531,0.9302,2.31366,0.9302,2.14362,0.9302,2.58473,0.9302,1.88594,0.9302,1.92722,0.9302,2.42087,0.9302,2.54444,0.9302,2.46641,0.9302
196,Chukwuemeka,7,CHE,3,MID,4.2,2.5,2.8,11,100.0,Available,1.0,3254,822,0.98425,0.8967,0.97039,0.8967,0.95443,0.8967,0.0,0.0,1.0855,0.8967,1.1433,0.8967,1.03564,0.8967,1.13413,0.8967,1.12775,0.8967,1.11643,0.8967,1.13964,0.8967,1.07376,0.8967,1.05572,0.8967,1.11858,0.8967,1.11565,0.8967,1.15996,0.8967
197,Colwill,7,CHE,2,DEF,4.7,3.5,3.0,61,0.0,Injured,6.0,50,48518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Cucurella,7,CHE,2,DEF,4.8,0.0,1.1,10,0.0,Injured,0.4,14,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23888,0.01,2.42362,0.68609,1.81744,0.80397,2.78427,0.83181,2.44667,0.83181,2.28794,0.84619,2.69972,0.84619,2.0474,0.84619,2.08593,0.84619,2.54675,0.84619,2.6621,0.84619,2.58927,0.84619
199,Enzo,7,CHE,3,MID,4.8,1.5,2.5,48,100.0,Available,2.2,546,895,3.95436,0.9202,3.71296,0.9202,3.45995,0.9202,0.0,0.0,3.96542,0.9202,4.24214,0.9202,3.64809,0.9202,4.19154,0.9202,4.15637,0.9202,4.0939,0.9202,4.22194,0.9202,3.85844,0.9202,3.7589,0.9202,4.10577,0.9202,4.0896,0.9202,4.33407,0.9202
201,W.Fofana,7,CHE,2,DEF,4.4,0.0,0.0,0,0.0,Injured,0.0,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Gallagher,7,CHE,3,MID,5.4,2.0,2.7,57,100.0,Available,0.5,292,470,3.18917,0.93844,2.99349,0.93844,2.81304,0.93844,0.0,0.0,3.24786,0.93844,3.47868,0.93844,3.01961,0.93844,3.43958,0.93844,3.41239,0.93844,3.36412,0.93844,3.46307,0.93844,3.18216,0.93844,3.10524,0.93844,3.37329,0.93844,3.3608,0.93844,3.54972,0.93844
