ID,Name,Team,Pos,Price,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
188,Aubameyang,CHE,FWD,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Azpilicueta,CHE,DEF,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,Baba,CHE,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,B.Badiashile,CHE,DEF,4.4,2.79311,0.59587,1.66432,1.95296,0.59587,1.16371,0.0,0.0,0.0,2.54128,0.59587,1.51427,2.75493,0.59587,1.64157,2.1268,0.59587,1.26729,3.12865,0.59587,1.86426,2.78344,0.59587,1.65856,2.61023,0.59587,1.55535,3.04103,0.59587,1.81205,2.35939,0.59587,1.40588,2.40501,0.59587,1.43307,2.88252,0.59587,1.7176,3.00205,0.59587,1.78882,2.89792,0.59587,1.72678,2.57397,0.59587,1.53374
192,Bettinelli,CHE,GK,4.0,2.9704,0.002,0.00594,2.59391,0.002,0.00519,0.0,0.0,0.0,2.87407,0.002,0.00575,2.83017,0.002,0.00566,2.90337,0.002,0.00581,2.9582,0.002,0.00592,3.07245,0.002,0.00615,2.96571,0.002,0.00593,3.10271,0.002,0.00621,3.01677,0.002,0.00603,2.83634,0.002,0.00567,3.19546,0.002,0.00639,3.04384,0.002,0.00609,2.97839,0.002,0.00596,2.87307,0.002,0.00575
193,Broja,FUL,FWD,4.9,2.00963,0.82005,1.648,2.08744,0.82005,1.71181,2.05249,0.82005,1.68315,2.2241,0.82005,1.82388,2.23868,0.82005,1.83583,2.21983,0.82005,1.82037,2.3185,0.82005,1.90129,2.18012,0.82005,1.78781,2.36913,0.82005,1.94281,2.27916,0.82005,1.86902,2.18869,0.82005,1.79484,2.16095,0.82005,1.77209,2.0851,0.82005,1.70989,2.03701,0.82005,1.67045,2.19966,0.82005,1.80383,0.0,0.0,0.0
194,Chalobah,CHE,DEF,4.3,1.98216,0.29317,0.58111,1.31624,0.60525,0.79666,0.0,0.0,0.0,1.75339,0.78687,1.37969,1.90121,0.8402,1.59739,1.41617,0.85829,1.21548,2.1898,0.85829,1.87948,1.92323,0.85829,1.65069,1.78948,0.85829,1.53589,2.12214,0.85829,1.82141,1.59578,0.85829,1.36964,1.631,0.85829,1.39987,1.99974,0.85829,1.71636,2.09204,0.85829,1.79558,2.01164,0.85829,1.72657,1.76148,0.85829,1.51186
195,Chilwell,CHE,DEF,5.4,2.23746,0.9302,2.08129,1.41269,0.9302,1.31409,0.0,0.0,0.0,2.06468,0.9302,1.92057,2.28896,0.9302,2.1292,1.6396,0.9302,1.52516,2.67531,0.9302,2.48858,2.31844,0.9302,2.15661,2.13937,0.9302,1.99005,2.58473,0.9302,2.40432,1.88006,0.9302,1.74883,1.92722,0.9302,1.7927,2.42087,0.9302,2.25189,2.54444,0.9302,2.36684,2.43679,0.9302,2.26671,2.10189,0.9302,1.95518
196,Chukwuemeka,CHE,MID,4.2,0.97039,0.8967,0.87015,0.95443,0.8967,0.85584,0.0,0.0,0.0,1.0855,0.8967,0.97337,1.1433,0.8967,1.02519,1.03564,0.8967,0.92865,1.13413,0.8967,1.01697,1.12646,0.8967,1.0101,1.11959,0.8967,1.00393,1.13964,0.8967,1.02191,1.06903,0.8967,0.95859,1.05572,0.8967,0.94666,1.11858,0.8967,1.00303,1.11565,0.8967,1.0004,1.16255,0.8967,1.04246,1.0971,0.8967,0.98377
197,Colwill,CHE,DEF,4.7,3.16725,0.07794,0.24684,2.27506,0.302,0.68707,0.0,0.0,0.0,2.90535,0.62349,1.81145,3.11404,0.81998,2.55344,2.42929,0.88431,2.14826,3.52144,0.91245,3.21313,3.14512,0.91245,2.86976,2.9563,0.91245,2.69747,3.42592,0.91245,3.12597,2.68285,0.91245,2.44796,2.73258,0.91245,2.49334,3.25313,0.91245,2.96831,3.38343,0.91245,3.0872,3.26992,0.91245,2.98363,2.91677,0.91245,2.6614
198,Cucurella,CHE,DEF,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23888,0.01,0.02239,2.42362,0.68609,1.66282,1.81744,0.80397,1.46117,2.78427,0.83181,2.31598,2.45114,0.83181,2.03887,2.28398,0.84619,1.93268,2.69972,0.84619,2.28447,2.04191,0.84619,1.72784,2.08593,0.84619,1.76509,2.54675,0.84619,2.15503,2.6621,0.84619,2.25264,2.56162,0.84619,2.16761,2.24899,0.84619,1.90307
199,Enzo,CHE,MID,4.8,3.71296,0.9202,3.41668,3.45995,0.9202,3.18386,0.0,0.0,0.0,3.96542,0.9202,3.64899,4.24214,0.9202,3.90364,3.64809,0.9202,3.35698,4.19154,0.9202,3.85707,4.14924,0.9202,3.81815,4.11131,0.9202,3.78324,4.22194,0.9202,3.88505,3.83233,0.9202,3.52653,3.7589,0.9202,3.45895,4.10577,0.9202,3.77814,4.0896,0.9202,3.76326,4.34839,0.9202,4.00141,3.98722,0.9202,3.66905
200,D.D.Fofana,BUR,FWD,5.0,1.7531,0.89506,1.56913,1.75933,0.89506,1.5747,1.7377,0.89506,1.55534,1.77048,0.89506,1.58469,1.89531,0.89506,1.69642,1.73844,0.89506,1.55601,1.67998,0.89506,1.50368,1.82967,0.89506,1.63766,1.95895,0.89506,1.75338,1.85758,0.89506,1.66265,1.93892,0.89506,1.73545,1.69067,0.89506,1.51326,1.99503,0.89506,1.78568,1.87536,0.89506,1.67856,2.20801,0.89506,1.9763,0.0,0.0,0.0
201,W.Fofana,CHE,DEF,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,Gallagher,CHE,MID,5.4,2.99349,0.93844,2.80921,2.81304,0.93844,2.63987,0.0,0.0,0.0,3.24786,0.93844,3.04792,3.47868,0.93844,3.26453,3.01961,0.93844,2.83372,3.43958,0.93844,3.22784,3.40689,0.93844,3.19716,3.37757,0.93844,3.16965,3.46307,0.93844,3.24989,3.16199,0.93844,2.96734,3.10524,0.93844,2.91408,3.37329,0.93844,3.16563,3.3608,0.93844,3.15391,3.56078,0.93844,3.34159,3.28168,0.93844,3.07966
203,Gusto,CHE,DEF,4.2,2.32661,0.86968,2.0234,1.53797,0.86968,1.33754,0.0,0.0,0.0,2.10974,0.86968,1.8348,2.30411,0.86968,2.00383,1.69212,0.86968,1.4716,2.66822,0.86968,2.3205,2.33188,0.86968,2.02799,2.16313,0.86968,1.88123,2.58285,0.86968,2.24625,1.91873,0.86968,1.66868,1.96318,0.86968,1.70734,2.42842,0.86968,2.11195,2.54488,0.86968,2.21323,2.44343,0.86968,2.125,2.1278,0.86968,1.8505
204,Hall,NEW,DEF,4.3,2.06329,0.50363,1.03914,2.03057,0.50363,1.02266,1.48288,0.50363,0.74683,2.05885,0.50363,1.0369,1.50745,0.50363,0.7592,2.02614,0.50363,1.02043,2.04301,0.50363,1.02893,2.1605,0.50363,1.0881,1.92638,0.50363,0.97019,1.81432,0.50363,0.91375,1.69433,0.50363,0.85332,2.32227,0.50363,1.16957,2.14343,0.50363,1.0795,1.74287,0.50363,0.87777,1.80656,0.50363,0.90984,0.0,0.0,0.0
205,Hudson-Odoi,NFO,MID,4.7,2.16769,0.89232,1.93427,2.16342,0.89232,1.93046,2.04925,0.89232,1.82858,2.13514,0.89232,1.90522,2.10463,0.89232,1.878,2.18175,0.89232,1.94681,2.18536,0.89232,1.95003,2.28474,0.89232,2.03871,2.11506,0.89232,1.8873,2.21493,0.89232,1.97642,2.12656,0.89232,1.89757,2.05751,0.89232,1.83595,2.21239,0.89232,1.97415,2.1713,0.89232,1.93748,2.14485,0.89232,1.91388,0.0,0.0,0.0
206,James,CHE,DEF,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Lukaku,CHE,FWD,6.8,3.18595,0.0,1.36316,2.93575,0.0,1.25611,0.0,0.0,0.0,3.13732,0.0,1.34236,3.02785,0.0,1.29552,3.35546,0.0,1.43569,3.09206,0.0,1.32299,3.32765,0.0,1.42379,3.37617,0.0,1.44455,3.43907,0.0,1.47146,3.45952,0.0,1.48022,3.09463,0.0,1.32409,3.3088,0.0,1.41572,3.4291,0.0,1.4672,3.36412,0.0,1.4394,3.38786,0.0,1.44955
208,Madueke,CHE,MID,5.3,2.06259,0.79457,1.63887,1.9768,0.79457,1.5707,0.0,0.0,0.0,2.26467,0.79457,1.79943,2.40865,0.79457,1.91384,2.13281,0.79457,1.69466,2.38515,0.79457,1.89517,2.36551,0.79457,1.87956,2.3479,0.79457,1.86557,2.39927,0.79457,1.90639,2.21836,0.79457,1.76264,2.18426,0.79457,1.73555,2.34533,0.79457,1.86352,2.33782,0.79457,1.85756,2.45798,0.79457,1.95304,2.29028,0.79457,1.81978
209,Mount,MUN,MID,6.8,2.12095,0.05965,0.12651,2.24556,0.23113,0.51902,2.36724,0.47718,1.12959,2.00198,0.63375,1.26876,2.33225,0.7562,1.76365,2.30824,0.79039,1.8244,2.22818,0.79039,1.76112,2.11807,0.79039,1.6741,2.1905,0.79039,1.73134,2.23222,0.79039,1.76432,2.34147,0.79039,1.85067,2.31838,0.79039,1.83242,2.14602,0.79039,1.69619,2.15506,0.79039,1.70333,2.15446,0.79039,1.70286,0.0,0.0,0.0
210,Mudryk,CHE,MID,6.3,2.93502,0.79604,2.3364,2.71699,0.79604,2.16284,0.0,0.0,0.0,3.07917,0.79604,2.45115,3.26442,0.79604,2.59862,2.83959,0.79604,2.26044,3.22824,0.79604,2.56981,3.19799,0.79604,2.54573,3.17086,0.79604,2.52414,3.24998,0.79604,2.58712,2.97135,0.79604,2.36532,2.91884,0.79604,2.32352,3.1669,0.79604,2.52098,3.15533,0.79604,2.51178,3.34041,0.79604,2.6591,3.08212,0.79604,2.4535
211,N.Jackson,CHE,FWD,6.8,3.97303,0.91827,3.6483,3.90011,0.91827,3.58134,0.0,0.0,0.0,4.08138,0.91827,3.74779,4.74744,0.91827,4.35941,3.79879,0.91827,3.4883,4.81644,0.91827,4.42277,4.32209,0.91827,3.96883,4.62872,0.91827,4.25039,4.47371,0.91827,4.10805,4.2245,0.91827,3.87921,4.1535,0.91827,3.81402,4.53358,0.91827,4.16303,4.3042,0.91827,3.9524,4.15484,0.91827,3.81525,4.39732,0.91827,4.03791
212,Nkunku,CHE,FWD,7.4,2.65268,0.90302,2.39543,2.64777,0.90302,2.39099,0.0,0.0,0.0,2.7899,0.90302,2.51934,3.25744,0.90302,2.94155,2.62067,0.90302,2.36653,3.30376,0.90302,2.98337,2.97193,0.90302,2.68372,3.17775,0.90302,2.86958,3.0737,0.90302,2.77562,2.90642,0.90302,2.62457,2.85877,0.90302,2.58153,3.11389,0.90302,2.81192,2.95993,0.90302,2.67288,2.85967,0.90302,2.58235,3.02243,0.90302,2.72932
213,Pulisic,CHE,MID,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,M.Sarr,CHE,DEF,4.3,2.48817,7e-05,0.00017,1.70273,7e-05,0.00012,0.0,0.0,0.0,2.21834,7e-05,0.00015,2.3927,7e-05,0.00017,1.82059,7e-05,0.00013,2.73308,7e-05,0.00019,2.41866,7e-05,0.00017,2.26091,7e-05,0.00016,2.65327,7e-05,0.00018,2.03244,7e-05,0.00014,2.07399,7e-05,0.00014,2.50891,7e-05,0.00017,2.61777,7e-05,0.00018,2.52294,7e-05,0.00017,2.22788,7e-05,0.00015
215,Slonina,CHE,GK,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Sterling,CHE,MID,7.1,4.09348,0.84613,3.46363,3.77854,0.84613,3.19715,0.0,0.0,0.0,4.3802,0.84613,3.70623,4.69383,0.84613,3.97161,4.0227,0.84613,3.40374,4.63667,0.84613,3.92324,4.58888,0.84613,3.8828,4.54603,0.84613,3.84654,4.67101,0.84613,3.9523,4.23085,0.84613,3.57986,4.14789,0.84613,3.50967,4.53976,0.84613,3.84124,4.5215,0.84613,3.82579,4.81387,0.84613,4.07317,4.40584,0.84613,3.72792
217,T.Silva,CHE,DEF,5.0,3.12013,0.90822,2.83375,2.29839,0.90822,2.08743,0.0,0.0,0.0,2.94069,0.90822,2.67078,3.16452,0.90822,2.87407,2.50558,0.90822,2.27561,3.55657,0.90822,3.23013,3.19443,0.90822,2.90124,3.01273,0.90822,2.73621,3.46465,0.90822,3.14665,2.74958,0.90822,2.49722,2.79744,0.90822,2.54068,3.29837,0.90822,2.99564,3.42377,0.90822,3.10952,3.31453,0.90822,3.01031,2.97469,0.90822,2.70166
218,Ziyech,CHE,MID,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Ahamada,CRY,MID,4.3,1.01769,0.53819,0.54771,1.03728,0.53819,0.55825,1.11015,0.53819,0.59747,1.08514,0.53819,0.58401,1.12165,0.53819,0.60366,1.15123,0.53819,0.61958,1.1318,0.53819,0.60912,1.12073,0.53819,0.60317,1.08348,0.53819,0.58312,1.07167,0.53819,0.57676,1.13386,0.53819,0.61023,1.11242,0.53819,0.5987,1.1394,0.53819,0.61321,1.11307,0.53819,0.59904,1.10459,0.53819,0.59448,0.0,0.0,0.0
220,Andersen,CRY,DEF,4.8,2.8374,0.94118,2.67051,3.00881,0.94118,2.83184,3.84937,0.94118,3.62295,2.86136,0.94118,2.69306,3.92528,0.94118,3.6944,3.4499,0.94118,3.24698,3.75267,0.94118,3.53194,3.46606,0.94118,3.2622,2.62672,0.94118,2.47222,2.34785,0.94118,2.20976,3.60622,0.94118,3.39411,3.41343,0.94118,3.21266,3.48483,0.94118,3.27986,3.53615,0.94118,3.32816,3.33597,0.94118,3.13976,0.0,0.0,0.0
221,J.Ayew,CRY,MID,5.4,3.27509,0.93636,3.06666,3.24138,0.93636,3.0351,3.50652,0.93636,3.28337,3.30151,0.93636,3.0914,3.43599,0.93636,3.21732,3.60801,0.93636,3.3784,3.49501,0.93636,3.27259,3.43066,0.93636,3.21233,3.21405,0.93636,3.00951,3.14537,0.93636,2.9452,3.50698,0.93636,3.2838,3.38235,0.93636,3.1671,3.53919,0.93636,3.31396,3.38611,0.93636,3.17062,3.33682,0.93636,3.12446,0.0,0.0,0.0
222,Clyne,CRY,DEF,4.4,2.23566,0.53202,1.18941,2.32651,0.53202,1.23775,2.8518,0.53202,1.51721,2.17233,0.53202,1.15572,2.86331,0.53202,1.52333,2.55063,0.53202,1.35698,2.74978,0.53202,1.46293,2.56126,0.53202,1.36264,2.00917,0.53202,1.06891,1.82574,0.53202,0.97133,2.65345,0.53202,1.41168,2.52664,0.53202,1.34422,2.5736,0.53202,1.3692,2.60736,0.53202,1.38716,2.47569,0.53202,1.31711,0.0,0.0,0.0
223,C.Doucouré,CRY,MID,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.531,0.01,0.02531,2.49638,0.61324,1.53087,0.0,0.0,0.0
224,Ebiowei,CRY,MID,4.4,1.19041,0.0001,0.00012,1.1697,0.0001,0.00012,1.2238,0.0001,0.00012,1.16437,0.0001,0.00012,1.19131,0.0001,0.00012,1.23286,0.0001,0.00012,1.20556,0.0001,0.00012,1.19002,0.0001,0.00012,1.13771,0.0001,0.00012,1.12113,0.0001,0.00011,1.20846,0.0001,0.00012,1.17836,0.0001,0.00012,1.21624,0.0001,0.00012,1.17927,0.0001,0.00012,1.16736,0.0001,0.00012,0.0,0.0,0.0
225,Edouard,CRY,FWD,5.4,2.72399,0.81834,2.22913,3.10365,0.81834,2.53983,3.25418,0.81834,2.66301,3.12058,0.81834,2.55369,3.5156,0.81834,2.87694,3.30173,0.81834,2.70192,3.03238,0.81834,2.4815,3.01514,0.81834,2.4674,2.82845,0.81834,2.31462,2.7403,0.81834,2.24249,3.17177,0.81834,2.59557,3.09144,0.81834,2.52984,3.04325,0.81834,2.4904,3.11582,0.81834,2.54979,2.99347,0.81834,2.44966,0.0,0.0,0.0
226,Eze,CRY,MID,6.0,4.53172,0.08,0.36254,4.31083,0.31,1.33636,4.57433,0.64,2.92757,4.12117,0.8501,3.50339,4.28693,0.91025,3.90218,4.5425,0.93568,4.25033,4.37461,0.93568,4.09324,4.27901,0.93568,4.00379,3.95719,0.93568,3.70267,3.85517,0.93568,3.6072,4.39241,0.93568,4.10989,4.20724,0.93568,3.93663,4.44026,0.93568,4.15466,4.21283,0.93568,3.94186,4.13959,0.93568,3.87333,0.0,0.0,0.0
227,Guaita,CRY,GK,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Guéhi,CRY,DEF,4.4,2.80117,0.64,1.79275,3.00109,0.84101,2.52394,3.85051,0.90924,3.50105,2.90185,0.94103,2.73073,3.96867,0.94103,3.73465,3.50135,0.94103,3.29488,3.79899,0.94103,3.57497,3.51724,0.94103,3.30983,2.69212,0.94103,2.53337,2.41797,0.94103,2.27539,3.65502,0.94103,3.43949,3.46549,0.94103,3.26114,3.53569,0.94103,3.32719,3.58613,0.94103,3.37467,3.38935,0.94103,3.18949,0.0,0.0,0.0
229,Hughes,CRY,MID,4.9,2.21226,0.85294,1.88692,2.22825,0.85294,1.90056,2.37871,0.85294,2.02889,2.27049,0.85294,1.93659,2.34088,0.85294,1.99663,2.43196,0.85294,2.07431,2.37213,0.85294,2.02328,2.33806,0.85294,1.99422,2.22338,0.85294,1.89641,2.18702,0.85294,1.8654,2.37847,0.85294,2.02869,2.31249,0.85294,1.97241,2.39552,0.85294,2.04323,2.31448,0.85294,1.97411,2.28838,0.85294,1.95184,0.0,0.0,0.0
230,Johnstone,CRY,GK,4.5,3.48013,0.2,0.69603,3.62937,0.2,0.72587,3.39677,0.2,0.67935,3.38908,0.2,0.67782,3.36432,0.2,0.67286,3.2499,0.2,0.64998,3.49501,0.2,0.699,3.47687,0.2,0.69537,3.39895,0.2,0.67979,3.50142,0.2,0.70028,3.66895,0.2,0.73379,3.36353,0.2,0.67271,3.52783,0.2,0.70557,3.5108,0.2,0.70216,3.37069,0.2,0.67414,0.0,0.0,0.0
231,Lerma,CRY,MID,4.7,3.31358,0.93651,3.10319,3.31173,0.93651,3.10146,3.6058,0.93651,3.37686,3.4033,0.93651,3.18722,3.53599,0.93651,3.31148,3.71021,0.93651,3.47465,3.59576,0.93651,3.36746,3.53059,0.93651,3.30643,3.3112,0.93651,3.10097,3.24165,0.93651,3.03583,3.60789,0.93651,3.37882,3.48166,0.93651,3.26061,3.64051,0.93651,3.40937,3.48547,0.93651,3.26418,3.43554,0.93651,3.21742,0.0,0.0,0.0
232,Mateta,CRY,FWD,4.9,2.38053,0.93115,2.21664,2.67971,0.93115,2.49523,2.77994,0.93115,2.58855,2.6365,0.93115,2.45499,2.94991,0.93115,2.74682,2.77374,0.93115,2.58278,2.55187,0.93115,2.37618,2.53766,0.93115,2.36296,2.38388,0.93115,2.21976,2.31127,0.93115,2.15215,2.66669,0.93115,2.4831,2.60052,0.93115,2.42148,2.56082,0.93115,2.38452,2.6206,0.93115,2.44018,2.51981,0.93115,2.34633,0.0,0.0,0.0
233,Matthews,CRY,GK,3.9,3.07482,0.0024,0.00738,3.20563,0.0024,0.0077,3.00177,0.0024,0.00721,2.99504,0.0024,0.00719,2.97333,0.0024,0.00714,2.87305,0.0024,0.0069,3.08787,0.0024,0.00741,3.07198,0.0024,0.00738,3.00368,0.0024,0.00721,3.09349,0.0024,0.00743,3.24031,0.0024,0.00778,2.97264,0.0024,0.00714,3.11663,0.0024,0.00748,3.10171,0.0024,0.00745,2.97891,0.0024,0.00715,0.0,0.0,0.0
234,Mitchell,CRY,DEF,4.6,2.62119,0.93847,2.45989,2.78013,0.93847,2.60906,3.53208,0.93847,3.31474,2.66167,0.93847,2.49789,3.60889,0.93847,3.38682,3.18771,0.93847,2.99156,3.45596,0.93847,3.2433,3.20203,0.93847,3.005,2.45839,0.93847,2.30711,2.21132,0.93847,2.07525,3.32621,0.93847,3.12154,3.1554,0.93847,2.96123,3.21866,0.93847,3.0206,3.26413,0.93847,3.06327,3.08678,0.93847,2.89683,0.0,0.0,0.0
235,O'Brien,CRY,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Olise,CRY,MID,5.9,4.33809,0.64,2.77639,4.16476,0.84588,3.52291,4.52362,0.90965,4.11493,4.16247,0.93793,3.9041,4.3889,0.93793,4.11647,4.65233,0.93793,4.36356,4.47928,0.93793,4.20124,4.38074,0.93793,4.10882,4.04902,0.93793,3.79769,3.94385,0.93793,3.69905,4.49762,0.93793,4.21845,4.30676,0.93793,4.03943,4.54694,0.93793,4.26471,4.31252,0.93793,4.04484,4.23702,0.93793,3.97403,0.0,0.0,0.0
237,Plange,CRY,FWD,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,C.Richards,CRY,DEF,3.9,1.96727,0.89924,1.76904,2.07983,0.89924,1.87026,2.61117,0.89924,2.34806,1.98571,0.89924,1.78563,2.66108,0.89924,2.39294,2.36031,0.89924,2.12248,2.55187,0.89924,2.29474,2.37053,0.89924,2.13167,1.83948,0.89924,1.65413,1.66304,0.89924,1.49546,2.45922,0.89924,2.21142,2.33723,0.89924,2.10173,2.38241,0.89924,2.14235,2.41488,0.89924,2.17155,2.28823,0.89924,2.05766,0.0,0.0,0.0
239,Riedewald,CRY,MID,4.3,1.42295,0.08738,0.12433,1.39957,0.08738,0.12229,1.46062,0.08738,0.12763,1.39355,0.08738,0.12177,1.42396,0.08738,0.12442,1.47084,0.08738,0.12852,1.44004,0.08738,0.12583,1.42251,0.08738,0.1243,1.36347,0.08738,0.11914,1.34476,0.08738,0.1175,1.44331,0.08738,0.12611,1.40934,0.08738,0.12315,1.45208,0.08738,0.12688,1.41037,0.08738,0.12323,1.39693,0.08738,0.12206,0.0,0.0,0.0
240,Schlupp,CRY,MID,4.9,2.80454,0.88261,2.4753,2.86049,0.88261,2.52469,3.131,0.88261,2.76344,2.99362,0.88261,2.64219,3.11721,0.88261,2.75127,3.26159,0.88261,2.8787,3.16674,0.88261,2.79499,3.11273,0.88261,2.74732,2.93093,0.88261,2.58686,2.87329,0.88261,2.53598,3.1768,0.88261,2.80386,3.07219,0.88261,2.71153,3.20383,0.88261,2.82772,3.07535,0.88261,2.71432,3.03397,0.88261,2.6778,0.0,0.0,0.0
241,Tomkins,CRY,DEF,4.0,1.14006,0.14533,0.16568,1.2017,0.14533,0.17464,1.59666,0.14533,0.23204,1.09494,0.14533,0.15912,1.60516,0.14533,0.23327,1.37427,0.14533,0.19972,1.52132,0.14533,0.22109,1.38212,0.14533,0.20086,0.97446,0.14533,0.14161,0.83901,0.14533,0.12193,1.4502,0.14533,0.21075,1.35656,0.14533,0.19714,1.39124,0.14533,0.20218,1.41616,0.14533,0.20581,1.31894,0.14533,0.19168,0.0,0.0,0.0
242,Ward,CRY,DEF,4.5,2.45568,0.74649,1.83313,2.52244,0.84879,2.14102,3.16379,0.84879,2.68539,2.29889,0.87088,2.00205,3.17845,0.87088,2.76803,2.78042,0.88168,2.45146,3.03393,0.88168,2.67497,2.79396,0.88168,2.46339,2.0912,0.88168,1.84378,1.85771,0.88168,1.63791,2.91131,0.88168,2.56686,2.74989,0.88168,2.42453,2.80967,0.88168,2.47724,2.85264,0.88168,2.51513,2.68504,0.88168,2.36736,0.0,0.0,0.0
