ID,Name,Team,Pos,Price,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
205,Hudson-Odoi,NFO,MID,4.7,2.19691,0.60383,1.32656,2.19571,0.80129,1.7594,2.09326,0.87228,1.8259,2.22731,0.90319,2.01169,2.16828,0.90319,1.95837,2.24712,0.90319,2.02958,2.25081,0.90319,2.03291,2.35242,0.90319,2.12469,2.17894,0.90319,1.968,2.27967,0.90319,2.05898,2.1907,0.90319,1.97862,2.1201,0.90319,1.91485,2.27845,0.90319,2.05788,2.23644,0.90319,2.01993,2.20939,0.90319,1.99551,0.0,0.0,0.0
206,James,CHE,DEF,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Lukaku,CHE,FWD,6.8,3.18595,0.0,1.36316,2.93575,0.0,1.25611,0.0,0.0,0.0,3.13732,0.0,1.34236,3.02785,0.0,1.29552,3.35546,0.0,1.43569,3.09206,0.0,1.32299,3.32765,0.0,1.42379,3.37617,0.0,1.44455,3.43907,0.0,1.47146,3.45952,0.0,1.48022,3.09463,0.0,1.32409,3.3088,0.0,1.41572,3.4291,0.0,1.4672,3.36412,0.0,1.4394,3.38786,0.0,1.44955
208,Madueke,CHE,MID,5.3,2.04108,0.61981,1.26509,1.95656,0.61981,1.2127,0.0,0.0,0.0,2.24244,0.61981,1.38989,2.38543,0.61981,1.47852,2.10975,0.61981,1.30765,2.36213,0.61981,1.46408,2.34266,0.61981,1.45201,2.3252,0.61981,1.44119,2.37613,0.61981,1.47276,2.19678,0.61981,1.36159,2.16298,0.61981,1.34064,2.31654,0.61981,1.43582,2.31521,0.61981,1.435,2.43433,0.61981,1.50883,2.26808,0.61981,1.40579
209,Mount,MUN,MID,6.8,2.1003,0.05968,0.12535,2.22384,0.23126,0.51428,2.34446,0.47744,1.11933,1.98236,0.6341,1.257,2.30978,0.75769,1.75009,2.28597,0.79178,1.80998,2.2066,0.79178,1.74714,2.10172,0.79178,1.6641,2.21202,0.79178,1.75143,2.20169,0.79178,1.74325,2.31892,0.79178,1.83607,2.29603,0.79178,1.81794,2.12516,0.79178,1.68265,2.13411,0.79178,1.68975,2.13352,0.79178,1.68928,0.0,0.0,0.0
210,Mudryk,CHE,MID,6.3,2.71488,0.83713,2.27271,2.54122,0.83713,2.12734,0.0,0.0,0.0,2.92816,0.83713,2.45126,3.14414,0.83713,2.63207,2.76708,0.83713,2.31641,3.14592,0.83713,2.63355,3.11669,0.83713,2.60909,3.09048,0.83713,2.58714,3.16693,0.83713,2.65114,2.89772,0.83713,2.42578,2.84698,0.83713,2.3833,3.07749,0.83713,2.57627,3.07548,0.83713,2.57459,3.2543,0.83713,2.72428,3.00474,0.83713,2.51537
211,N.Jackson,CHE,FWD,6.8,3.74222,0.919,3.43909,3.70498,0.919,3.40487,0.0,0.0,0.0,3.91467,0.919,3.59758,4.59603,0.919,4.22374,3.67376,0.919,3.37617,4.69649,0.919,4.31607,4.21552,0.919,3.87406,4.51385,0.919,4.14822,4.36304,0.919,4.00962,4.12057,0.919,3.7868,4.0515,0.919,3.72332,4.40132,0.919,4.04481,4.19812,0.919,3.85807,4.0528,0.919,3.72452,4.28871,0.919,3.94132
212,Nkunku,CHE,FWD,7.4,2.93236,0.91077,2.6707,2.90596,0.91077,2.64666,0.0,0.0,0.0,3.04031,0.91077,2.76902,3.52483,0.91077,3.2103,2.79837,0.91077,2.54866,3.55763,0.91077,3.24018,3.20056,0.91077,2.91497,3.42204,0.91077,3.11669,3.31008,0.91077,3.01471,3.13008,0.91077,2.85078,3.07879,0.91077,2.80407,3.3385,0.91077,3.0406,3.18765,0.91077,2.90321,3.07976,0.91077,2.80495,3.2549,0.91077,2.96446
213,Pulisic,CHE,MID,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,M.Sarr,CHE,DEF,4.3,2.48817,5e-05,0.00013,1.70273,5e-05,9e-05,0.0,0.0,0.0,2.21834,5e-05,0.00012,2.3927,5e-05,0.00012,1.79742,5e-05,9e-05,2.73308,5e-05,0.00014,2.41866,5e-05,0.00013,2.26091,5e-05,0.00012,2.65327,5e-05,0.00014,2.03244,5e-05,0.00011,2.07399,5e-05,0.00011,2.47351,5e-05,0.00013,2.61777,5e-05,0.00014,2.52294,5e-05,0.00013,2.22788,5e-05,0.00012
215,Slonina,CHE,GK,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Sterling,CHE,MID,7.0,3.98558,0.86902,3.46355,3.69925,0.86902,3.21473,0.0,0.0,0.0,4.32295,0.86902,3.75674,4.66063,0.86902,4.0502,4.01494,0.86902,3.48907,4.62993,0.86902,4.02351,4.58249,0.86902,3.98228,4.53994,0.86902,3.94531,4.66403,0.86902,4.05315,4.22702,0.86902,3.67337,4.14465,0.86902,3.6018,4.51884,0.86902,3.92697,4.51559,0.86902,3.92415,4.80586,0.86902,4.1764,4.40075,0.86902,3.82435
217,T.Silva,CHE,DEF,5.0,3.05248,0.91535,2.7941,2.25085,0.91535,2.06031,0.0,0.0,0.0,2.91276,0.91535,2.6662,3.15634,0.91535,2.88916,2.49074,0.91535,2.2799,3.56806,0.91535,3.26603,3.20604,0.91535,2.93466,3.0244,0.91535,2.76839,3.47617,0.91535,3.18192,2.76134,0.91535,2.5276,2.80918,0.91535,2.57139,3.26919,0.91535,2.99246,3.4353,0.91535,3.14451,3.3261,0.91535,3.04455,2.98637,0.91535,2.73358
218,Ziyech,CHE,MID,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Ahamada,CRY,MID,4.3,1.01769,0.53819,0.54771,1.03728,0.53819,0.55825,1.11015,0.53819,0.59747,1.08514,0.53819,0.58401,1.12165,0.53819,0.60366,1.15123,0.53819,0.61958,1.1318,0.53819,0.60912,1.11822,0.53819,0.60181,1.08348,0.53819,0.58312,1.07167,0.53819,0.57676,1.13217,0.53819,0.60932,1.11242,0.53819,0.5987,1.1394,0.53819,0.61321,1.11307,0.53819,0.59904,1.10459,0.53819,0.59448,0.0,0.0,0.0
220,Andersen,CRY,DEF,4.8,2.8374,0.94118,2.67051,3.00881,0.94118,2.83184,3.84937,0.94118,3.62295,2.86136,0.94118,2.69306,3.92528,0.94118,3.6944,3.4499,0.94118,3.24698,3.75267,0.94118,3.53194,3.44069,0.94118,3.23832,2.62672,0.94118,2.47222,2.34785,0.94118,2.20976,3.5586,0.94118,3.34929,3.41343,0.94118,3.21266,3.48483,0.94118,3.27986,3.53615,0.94118,3.32816,3.33597,0.94118,3.13976,0.0,0.0,0.0
221,J.Ayew,CRY,MID,5.4,3.27509,0.93636,3.06666,3.24138,0.93636,3.0351,3.50652,0.93636,3.28337,3.30151,0.93636,3.0914,3.43599,0.93636,3.21732,3.60801,0.93636,3.3784,3.49501,0.93636,3.27259,3.41605,0.93636,3.19865,3.21405,0.93636,3.00951,3.14537,0.93636,2.9452,3.49716,0.93636,3.2746,3.38235,0.93636,3.1671,3.53919,0.93636,3.31396,3.38611,0.93636,3.17062,3.33682,0.93636,3.12446,0.0,0.0,0.0
222,Clyne,CRY,DEF,4.4,2.23566,0.53202,1.18941,2.32651,0.53202,1.23775,2.8518,0.53202,1.51721,2.17233,0.53202,1.15572,2.86331,0.53202,1.52333,2.55063,0.53202,1.35698,2.74978,0.53202,1.46293,2.54457,0.53202,1.35376,2.00917,0.53202,1.06891,1.82574,0.53202,0.97133,2.62213,0.53202,1.39502,2.52664,0.53202,1.34422,2.5736,0.53202,1.3692,2.60736,0.53202,1.38716,2.47569,0.53202,1.31711,0.0,0.0,0.0
223,C.Doucouré,CRY,MID,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.531,0.01,0.02531,2.49638,0.61324,1.53087,0.0,0.0,0.0
224,Ebiowei,CRY,MID,4.4,1.19041,0.0,0.00012,1.1697,0.0,0.00012,1.2238,0.0,0.00012,1.16437,0.0,0.00012,1.19131,0.0,0.00012,1.23286,0.0,0.00012,1.20556,0.0,0.00012,1.19002,0.0,0.00012,1.13771,0.0,0.00012,1.12113,0.0,0.00011,1.20846,0.0,0.00012,1.17836,0.0,0.00012,1.21624,0.0,0.00012,1.17927,0.0,0.00012,1.16736,0.0,0.00012,0.0,0.0,0.0
225,Edouard,CRY,FWD,5.4,2.72399,0.81834,2.22913,3.10365,0.81834,2.53983,3.25418,0.81834,2.66301,3.12058,0.81834,2.55369,3.5156,0.81834,2.87694,3.30173,0.81834,2.70192,3.03238,0.81834,2.4815,2.99368,0.81834,2.44983,2.82845,0.81834,2.31462,2.7403,0.81834,2.24249,3.1593,0.81834,2.58536,3.09144,0.81834,2.52984,3.04325,0.81834,2.4904,3.11582,0.81834,2.54979,2.99347,0.81834,2.44966,0.0,0.0,0.0
226,Eze,CRY,MID,6.0,4.53172,0.08,0.36254,4.31083,0.31,1.33636,4.57433,0.64,2.92757,4.12117,0.8501,3.50339,4.28693,0.91025,3.90218,4.5425,0.93568,4.25033,4.37461,0.93568,4.09324,4.25731,0.93568,3.98348,3.95719,0.93568,3.70267,3.85517,0.93568,3.6072,4.37781,0.93568,4.09623,4.20724,0.93568,3.93663,4.44026,0.93568,4.15466,4.21283,0.93568,3.94186,4.13959,0.93568,3.87333,0.0,0.0,0.0
227,Guaita,CRY,GK,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Guéhi,CRY,DEF,4.4,2.80117,0.64,1.79275,3.00109,0.84101,2.52394,3.85051,0.90924,3.50105,2.90185,0.94103,2.73073,3.96867,0.94103,3.73465,3.50135,0.94103,3.29488,3.79899,0.94103,3.57497,3.4923,0.94103,3.28637,2.69212,0.94103,2.53337,2.41797,0.94103,2.27539,3.60821,0.94103,3.39544,3.46549,0.94103,3.26114,3.53569,0.94103,3.32719,3.58613,0.94103,3.37467,3.38935,0.94103,3.18949,0.0,0.0,0.0
229,Hughes,CRY,MID,4.9,2.21226,0.85294,1.88692,2.22825,0.85294,1.90056,2.37871,0.85294,2.02889,2.27049,0.85294,1.93659,2.34088,0.85294,1.99663,2.43196,0.85294,2.07431,2.37213,0.85294,2.02328,2.33033,0.85294,1.98762,2.22338,0.85294,1.89641,2.18702,0.85294,1.8654,2.37327,0.85294,2.02425,2.31249,0.85294,1.97241,2.39552,0.85294,2.04323,2.31448,0.85294,1.97411,2.28838,0.85294,1.95184,0.0,0.0,0.0
230,Johnstone,CRY,GK,4.5,3.48013,0.1,0.34801,3.62937,0.1,0.36294,3.39677,0.1,0.33968,3.38908,0.1,0.33891,3.36432,0.1,0.33643,3.2499,0.1,0.32499,3.49501,0.1,0.3495,3.45281,0.1,0.34528,3.39895,0.1,0.3399,3.50142,0.1,0.35014,3.65494,0.1,0.36549,3.36353,0.1,0.33635,3.52783,0.1,0.35278,3.5108,0.1,0.35108,3.37069,0.1,0.33707,0.0,0.0,0.0
231,Lerma,CRY,MID,4.7,3.31358,0.93651,3.10319,3.31173,0.93651,3.10146,3.6058,0.93651,3.37686,3.4033,0.93651,3.18722,3.53599,0.93651,3.31148,3.71021,0.93651,3.47465,3.59576,0.93651,3.36746,3.51579,0.93651,3.29257,3.3112,0.93651,3.10097,3.24165,0.93651,3.03583,3.59794,0.93651,3.3695,3.48166,0.93651,3.26061,3.64051,0.93651,3.40937,3.48547,0.93651,3.26418,3.43554,0.93651,3.21742,0.0,0.0,0.0
232,Mateta,CRY,FWD,4.9,2.38053,0.93115,2.21664,2.67971,0.93115,2.49523,2.77994,0.93115,2.58855,2.6365,0.93115,2.45499,2.94991,0.93115,2.74682,2.77374,0.93115,2.58278,2.55187,0.93115,2.37618,2.51999,0.93115,2.3465,2.38388,0.93115,2.21976,2.31127,0.93115,2.15215,2.65641,0.93115,2.47353,2.60052,0.93115,2.42148,2.56082,0.93115,2.38452,2.6206,0.93115,2.44018,2.51981,0.93115,2.34633,0.0,0.0,0.0
233,Matthews,CRY,GK,3.9,3.07482,0.0024,0.00738,3.20563,0.0024,0.0077,3.00177,0.0024,0.00721,2.99504,0.0024,0.00719,2.97333,0.0024,0.00714,2.87305,0.0024,0.0069,3.08787,0.0024,0.00741,3.05089,0.0024,0.00732,3.00368,0.0024,0.00721,3.09349,0.0024,0.00743,3.22803,0.0024,0.00775,2.97264,0.0024,0.00714,3.11663,0.0024,0.00748,3.10171,0.0024,0.00745,2.97891,0.0024,0.00715,0.0,0.0,0.0
234,Mitchell,CRY,DEF,4.6,2.62119,0.93847,2.45989,2.78013,0.93847,2.60906,3.53208,0.93847,3.31474,2.66167,0.93847,2.49789,3.60889,0.93847,3.38682,3.18771,0.93847,2.99156,3.45596,0.93847,3.2433,3.17956,0.93847,2.9839,2.45839,0.93847,2.30711,2.21132,0.93847,2.07525,3.28402,0.93847,3.08194,3.1554,0.93847,2.96123,3.21866,0.93847,3.0206,3.26413,0.93847,3.06327,3.08678,0.93847,2.89683,0.0,0.0,0.0
235,O'Brien,CRY,DEF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Olise,CRY,MID,5.9,4.33809,0.64,2.77639,4.16476,0.84588,3.52291,4.52362,0.90965,4.11493,4.16247,0.93793,3.9041,4.3889,0.93793,4.11647,4.65233,0.93793,4.36356,4.47928,0.93793,4.20124,4.35836,0.93793,4.08783,4.04902,0.93793,3.79769,3.94385,0.93793,3.69905,4.48257,0.93793,4.20433,4.30676,0.93793,4.03943,4.54694,0.93793,4.26471,4.31252,0.93793,4.04484,4.23702,0.93793,3.97403,0.0,0.0,0.0
237,Plange,CRY,FWD,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,C.Richards,CRY,DEF,3.9,1.96727,0.89924,1.76904,2.07983,0.89924,1.87026,2.61117,0.89924,2.34806,1.98571,0.89924,1.78563,2.66108,0.89924,2.39294,2.36031,0.89924,2.12248,2.55187,0.89924,2.29474,2.35448,0.89924,2.11724,1.83948,0.89924,1.65413,1.66304,0.89924,1.49546,2.42908,0.89924,2.18432,2.33723,0.89924,2.10173,2.38241,0.89924,2.14235,2.41488,0.89924,2.17155,2.28823,0.89924,2.05766,0.0,0.0,0.0
239,Riedewald,CRY,MID,4.3,1.42295,0.08738,0.12433,1.39957,0.08738,0.12229,1.46062,0.08738,0.12763,1.39355,0.08738,0.12177,1.42396,0.08738,0.12442,1.47084,0.08738,0.12852,1.44004,0.08738,0.12583,1.41852,0.08738,0.12395,1.36347,0.08738,0.11914,1.34476,0.08738,0.1175,1.44063,0.08738,0.12588,1.40934,0.08738,0.12315,1.45208,0.08738,0.12688,1.41037,0.08738,0.12323,1.39693,0.08738,0.12206,0.0,0.0,0.0
240,Schlupp,CRY,MID,4.9,2.80454,0.88261,2.4753,2.86049,0.88261,2.52469,3.131,0.88261,2.76344,2.99362,0.88261,2.64219,3.11721,0.88261,2.75127,3.26159,0.88261,2.8787,3.16674,0.88261,2.79499,3.10047,0.88261,2.7365,2.93093,0.88261,2.58686,2.87329,0.88261,2.53598,3.16855,0.88261,2.79658,3.07219,0.88261,2.71153,3.20383,0.88261,2.82772,3.07535,0.88261,2.71432,3.03397,0.88261,2.6778,0.0,0.0,0.0
241,Tomkins,CRY,DEF,4.0,1.14006,0.14533,0.16568,1.2017,0.14533,0.17464,1.59666,0.14533,0.23204,1.09494,0.14533,0.15912,1.60516,0.14533,0.23327,1.37427,0.14533,0.19972,1.52132,0.14533,0.22109,1.3698,0.14533,0.19907,0.97446,0.14533,0.14161,0.83901,0.14533,0.12193,1.42707,0.14533,0.20739,1.35656,0.14533,0.19714,1.39124,0.14533,0.20218,1.41616,0.14533,0.20581,1.31894,0.14533,0.19168,0.0,0.0,0.0
242,Ward,CRY,DEF,4.5,2.45568,0.30988,0.76098,2.52244,0.63976,1.61376,3.16379,0.82138,2.59869,2.29889,0.87088,2.00205,3.17845,0.8879,2.82213,2.78042,0.8879,2.46873,3.03393,0.8879,2.69381,2.77272,0.8879,2.46188,2.0912,0.8879,1.85676,1.85771,0.8879,1.64945,2.87144,0.8879,2.54954,2.74989,0.8879,2.44161,2.80967,0.8879,2.49469,2.85264,0.8879,2.53284,2.68504,0.8879,2.38403,0.0,0.0,0.0
243,Whitworth,CRY,GK,3.9,3.09352,0.002,0.00619,3.22575,0.002,0.00645,3.01967,0.002,0.00604,3.01286,0.002,0.00603,2.99092,0.002,0.00598,2.88955,0.002,0.00578,3.10671,0.002,0.00621,3.06932,0.002,0.00614,3.0216,0.002,0.00604,3.11239,0.002,0.00622,3.2484,0.002,0.0065,2.99022,0.002,0.00598,3.13578,0.002,0.00627,3.1207,0.002,0.00624,2.99657,0.002,0.00599,0.0,0.0,0.0
244,André Gomes,EVE,MID,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Branthwaite,EVE,DEF,4.1,2.18654,0.90693,1.98303,3.29783,0.90693,2.99089,2.52327,0.90693,2.28843,2.96984,0.90693,2.69343,2.54315,0.90693,2.30645,2.44039,0.90693,2.21326,2.81058,0.90693,2.54899,2.16648,0.90693,1.96484,3.19591,0.90693,2.89846,2.21566,0.90693,2.00945,3.09031,0.90693,2.80268,2.93627,0.90693,2.66298,2.54682,0.90693,2.30978,3.32796,0.90693,3.01822,2.15756,0.90693,1.95675,0.0,0.0,0.0
246,Calvert-Lewin,EVE,FWD,5.8,3.98023,0.94053,3.74352,4.28805,0.94053,4.03303,4.21838,0.94053,3.96751,4.43726,0.94053,4.17337,3.95959,0.94053,3.72411,4.14896,0.94053,3.90222,4.13901,0.94053,3.89286,4.27011,0.94053,4.01616,4.65939,0.94053,4.3823,4.23925,0.94053,3.98714,4.92116,0.94053,4.62849,4.10649,0.94053,3.86227,4.23795,0.94053,3.98591,4.4237,0.94053,4.16062,3.70957,0.94053,3.48896,0.0,0.0,0.0
247,Coleman,EVE,DEF,4.4,1.42545,0.88366,1.25962,2.35405,0.88366,2.08019,1.823,0.88366,1.61092,2.22613,0.88366,1.96715,1.97478,0.88366,1.74504,1.89605,0.88366,1.67547,2.17968,0.88366,1.92611,1.68617,0.88366,1.49001,2.47493,0.88366,2.18701,1.72386,0.88366,1.52331,2.39402,0.88366,2.11551,2.27599,0.88366,2.01121,1.97759,0.88366,1.74753,2.57611,0.88366,2.27642,1.67934,0.88366,1.48397,0.0,0.0,0.0
248,Dele,EVE,MID,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,A.Doucoure,EVE,MID,5.5,3.3323,0.31,1.03301,3.88719,0.64,2.4878,3.71718,0.85384,3.17388,3.96794,0.90665,3.59754,3.81283,0.9263,3.53182,3.88442,0.9263,3.59813,3.86241,0.9263,3.57774,3.668,0.9263,3.39766,4.0634,0.9263,3.76392,3.64943,0.9263,3.38046,4.11542,0.9263,3.8121,3.96698,0.9263,3.6746,3.9096,0.9263,3.62145,4.04198,0.9263,3.74407,3.53494,0.9263,3.27441,0.0,0.0,0.0
250,Garner,EVE,MID,4.9,2.94707,0.92127,2.71504,3.43554,0.92127,3.16506,3.33061,0.92127,3.06839,3.56697,0.92127,3.28614,3.46568,0.92127,3.19282,3.52176,0.92127,3.24448,3.50452,0.92127,3.2286,3.35223,0.92127,3.0883,3.66196,0.92127,3.37364,3.33768,0.92127,3.0749,3.70271,0.92127,3.41118,3.58643,0.92127,3.30406,3.54148,0.92127,3.26265,3.64518,0.92127,3.35818,3.248,0.92127,2.99227,0.0,0.0,0.0
251,Gbamin,EVE,MID,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Godfrey,EVE,DEF,4.3,1.80757,0.43519,0.78664,2.85966,0.43519,1.2445,2.08536,0.43519,0.90753,2.52486,0.43519,1.0988,2.16795,0.43519,0.94348,2.06718,0.43519,0.89962,2.43022,0.43519,1.05761,1.79856,0.43519,0.78272,2.8081,0.43519,1.22206,1.84679,0.43519,0.80371,2.70454,0.43519,1.17699,2.55348,0.43519,1.11125,2.17155,0.43519,0.94504,2.93761,0.43519,1.27842,1.78981,0.43519,0.77891,0.0,0.0,0.0
253,Gray,EVE,MID,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Gana,EVE,MID,4.8,2.21925,0.8334,1.84952,2.49899,0.8334,2.08266,2.40688,0.8334,2.0059,2.54672,0.8334,2.12245,2.47837,0.8334,2.06548,2.51509,0.8334,2.09609,2.50381,0.8334,2.08668,2.40408,0.8334,2.00357,2.60691,0.8334,2.1726,2.39455,0.8334,1.99563,2.63359,0.8334,2.19484,2.55744,0.8334,2.13138,2.52801,0.8334,2.10685,2.59592,0.8334,2.16344,2.33583,0.8334,1.94668,0.0,0.0,0.0
255,Holgate,SHU,DEF,4.0,1.93175,0.87766,1.69543,1.91767,0.87766,1.68307,2.19585,0.87766,1.92722,1.94708,0.87766,1.70888,2.11842,0.87766,1.85927,1.90161,0.87766,1.66898,2.30612,0.87766,2.024,1.38748,0.87766,1.21774,1.86516,0.87766,1.63699,1.9677,0.87766,1.72698,2.43083,0.87766,2.13345,1.59623,0.87766,1.40095,2.34521,0.87766,2.05831,1.91849,0.87766,1.68379,1.97629,0.87766,1.73452,0.0,0.0,0.0
256,Iwobi,FUL,MID,5.3,0.0,0.0,0.0,3.66088,0.88015,3.22214,3.70753,0.92648,3.43494,3.75826,0.92648,3.48194,3.71679,0.92648,3.44353,3.75428,0.92648,3.47826,3.85854,0.92648,3.57486,3.8403,0.92648,3.55796,3.96847,0.92648,3.6767,3.65232,0.92648,3.3838,3.76993,0.92648,3.49276,3.79973,0.92648,3.52037,3.75987,0.92648,3.48344,3.52164,0.92648,3.26272,3.79188,0.92648,3.51309,0.0,0.0,0.0
257,Keane,EVE,DEF,4.3,1.76955,0.25012,0.44261,2.77814,0.25012,0.69488,2.11996,0.25012,0.53025,2.55053,0.25012,0.63795,2.22972,0.25012,0.55771,2.13933,0.25012,0.5351,2.46496,0.25012,0.61654,1.89839,0.25012,0.47483,2.80392,0.25012,0.70133,1.94165,0.25012,0.48565,2.71103,0.25012,0.67809,2.57553,0.25012,0.6442,2.23295,0.25012,0.55851,2.92008,0.25012,0.73038,1.89054,0.25012,0.47287,0.0,0.0,0.0
258,Maupay,BRE,FWD,4.9,3.20975,0.93531,3.0021,6.02067,0.93531,5.63118,3.35113,0.93531,3.13434,3.07837,0.93531,2.87922,2.80864,0.93531,2.62695,3.11116,0.93531,2.90989,3.20034,0.93531,2.99331,3.29498,0.93531,3.08182,3.08175,0.93531,2.88239,3.3646,0.93531,3.14693,3.21999,0.93531,3.01168,3.44584,0.93531,3.22292,3.76236,0.93531,3.51897,3.14296,0.93531,2.93964,3.49955,0.93531,3.27316,0.0,0.0,0.0
259,McNeil,EVE,MID,5.4,3.21997,0.94112,3.03038,3.84981,0.94112,3.62313,3.76538,0.94112,3.54367,4.06321,0.94112,3.82397,3.94332,0.94112,3.71114,4.01154,0.94112,3.77534,3.99057,0.94112,3.7556,3.8053,0.94112,3.58124,4.18211,0.94112,3.93586,3.7876,0.94112,3.56458,4.23168,0.94112,3.98252,4.09022,0.94112,3.84939,4.03554,0.94112,3.79792,4.16169,0.94112,3.91665,3.6785,0.94112,3.4619,0.0,0.0,0.0
